user,avg_daily_device_connections,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,risk_score_1,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,risk_score_2,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,risk_score_3,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,risk_score_4,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,risk_score_5,total_risk_score,never_used_device,onboarding_hour,onboarding_month,onboarding_weekday,odd_onboarding,label,avg_daily_device_connections_log,late_hour_device_use_log,missing_disconnects_log,distinct_pcs_used_log,above_avg_daily_counter_log,emails_sent_off_hours_log,total_files_copied_log,active_days_log,avg_files_copied_per_day_log,filetype_doc_log,filetype_exe_log,filetype_jpg_log,filetype_pdf_log,filetype_txt_log,filetype_zip_log,avg_malicious_urls_per_day_log,total_malicious_urls_log,avg_after_hours_browsing_per_day_log,logon_std_dev_hours_log,after_hours_logons_log,weekend_logons_log,logons_on_other_user_pcs_log,after_hours_intensity,file_risk_composite,email_exfil_score,device_anomaly_score,logon_suspicion
PES0085,0,0,0,0,0,0,0,10.70724638,576,0.408862198,0.78451543,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,107,9.6,96,34.75,0,0.8,9.735075099,16.76868979,2.366732491,0,0,0,0.3,1.5,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.360854001,4.574710979,0,1.213942687,0,0,0,0,0,3.434442461,0,0
PEV0323,0,0,0,0,0,0,0,15.41860465,811,0.409312022,0.630467572,22,0.496417798,0.6,0,0,0,0,0,0,0,0,0,0,0,154.4166667,13.41666667,161,37.75,33.00666667,1.2,9.942589893,14.61159219,3.391842312,39,6,13,1.8,3.6,1,-1,-1,-1,0,1,0,0,0,0,0,3.135494216,0,0,0,0,0,0,0,0,0,2.668384945,5.087596335,3.526556584,1.4797488,3.688879454,1.945910149,2.63905733,61,0,3.978893612,0,71
PGC0066,0,0,0,0,0,0,0,10.65507246,607,0.285974198,0.407780196,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,106.8333333,6.090909091,67,23.66666667,0,0.8,7.961319846,18.05134875,0.096021461,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.958813554,4.219507705,0,0.091686769,0,0,0,0,0,1.242537167,0,0
PGH0184,0,0,0,0,0,0,0,2.964757709,208,0.37654321,0.841010401,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,26.91666667,1,1,17.58333333,0,0,9.231036535,18.28959243,2.393031182,0,0,0,0.3,0.7,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0.693147181,0,1.221723676,0,0,0,0,0,0.938869854,0,0
PGO0433,0,0,0,0,0,0,0,8.675362319,551,0.408309456,0.419979953,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,88.66666667,3.25,26,26.25,0,0.4,7.952697495,17.04523121,0.096629746,0,0,0,0,0.6,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.446918983,3.295836866,0,0.09224161,0,0,0,0,0,1.487666625,0,0
PID0426,0,0,0,0,0,0,0,8.749271137,555,0.362403885,0.614128624,0,0.495168277,0.4,0,0,0,0,0,0,0,0,0,0,0,89.66666667,2.8,14,20.25,21,0.2,8.933672703,15.22766445,4.142767108,64,6,31,1.8,2.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.335001067,2.708050201,3.091042453,1.637591282,4.17438727,1.945910149,3.465735903,64,0,1.947260525,0,132
PIS0522,0,0,0,0,0,0,0,2.906432749,255,0.46801968,0.786720322,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,27.5,1.375,11,17.66666667,0,0,11.18293272,16.18143594,2.500224562,0,0,85,0.9,1.3,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864997437,2.48490665,0,1.252827127,0,0,4.454347296,0,0,1.070150263,0,170
PKB0281,0,0,0,0,0,0,0,8.731213873,525,0.367346939,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,88.08333333,1,1,21.16666667,0,0,9.250433526,18.24407514,0.144191806,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0.693147181,0,0.134698541,0,0,0,0,0,0,0,0
PKB0429,0,0,0,0,0,0,0,8.75942029,529,0.491675025,0.329252151,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,89.08333333,1.375,11,32.16666667,0,0,7.950915221,17.05289017,0.097033108,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864997437,2.48490665,0,0.092609361,0,0,0,0,0,1.418019275,0,0
PLH0715,0,0,0,0,0,0,0,1,136,0.545454545,0.355421687,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,9.416666667,1.571428571,11,8.5,0,0,7.711416185,16.7933526,0.101837632,0,0,0,0,0.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944461609,2.48490665,0,0.09697936,0,0,0,0,0,0.193866375,0,0
PLH0862,0,0,0,0,0,0,0,14.57803468,802,0.481782852,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,153.5,8.9,89,38.58333333,0,0.8,7.706406551,17.79243738,0.103504906,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.292534757,4.49980967,0,0.098491392,0,0,0,0,0,0,0,0
PMJ0564,0,0,0,0,0,0,0,8.736231884,513,0.328764362,0.734903782,0,0.49071002,0.4,0,0,0,0,0,0,0,0,0,0,0,89.5,2.8,28,27.75,23,0.2,11.34543464,16.38830017,3.05320221,26,1,96,1.5,2.1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.335001067,3.36729583,3.17805383,1.399507238,3.295836866,0.693147181,4.574710979,26,0,2.110762498,0,219
POB0343,0,0,0,0,0,0,0,2.941690962,254,0.423965937,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,27.41666667,1,5,16.33333333,0,0,7.245809248,18.2588632,0.134718423,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.791759469,0,0.126384534,0,0,0,0,0,0,0,0
PRM0740,0,0,0,0,0,0,0,14.48985507,767,0.255077369,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,153.3333333,6.083333333,73,33.91666667,0,0.8,7.955057803,17.04783237,0.100229751,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.957744607,4.304065093,0,0.095519023,0,0,0,0,0,0,0,0
PTH0552,0,0,0,0,0,0,0,8.722543353,513,0.444288296,0.471504307,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,89.33333333,5.181818182,57,29.75,0,0.8,9.992756865,17.99624277,2.380094109,0,0,0,0.3,1.3,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.821612432,4.060443011,0,1.217903552,0,0,0,0,0,1.827231921,0,0
PTH0830,0,0,0,0,0,0,0,1,152,0.448830409,0.201946472,32,0,0.2,0,0,0,0,0,0,0,0,0,0,0,9.466666667,1,2,7.533333333,1.8,0.2,8.448784314,19.55572549,0.089309086,0,74,0,0.3,0.7,1,-1,-1,-1,0,0,0,0,0,0,0,3.496507561,0,0,0,0,0,0,0,0,0,0.693147181,1.098612289,1.029619417,0.08554363,0,4.317488114,0,32,0,0.090639718,0,74
QCH0110,0,0,0,0,0,0,0,2.936877076,193,0.374655647,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,26.83333333,1,2,15.33333333,0,0,9.209562841,18.29240437,0.108403276,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.098612289,0,0.102920489,0,0,0,0,0,0,0,0
QNF0205,0,0,0,0,0,0,0,10.60693642,573,0.443532172,0.166757493,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,108.1666667,6.636363636,73,29,0,0.8,7.203371869,17.30077071,0.092617328,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.032921526,4.304065093,0,0.088576037,0,0,0,0,0,0.784513552,0,0
QNP0216,0,0,0,0,0,0,0,10.78488372,688,0.450520403,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,108.5833333,11.25,135,39.16666667,0,1,11.2621166,13.38017235,7.435171657,734,0,1048.03,1.5,2.7,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.505525937,4.912654886,0,2.132410066,6.599870499,0,6.955621207,734,0,0,0,2830.06
QPM0727,0,0,0,0,0,0,0,14.42485549,781,0.43963721,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,152.8333333,5.454545455,60,35.25,0,0.8,7.955876686,17.04585742,0.101188519,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.864784604,4.110873864,0,0.096390069,0,0,0,0,0,0,0,0
QSV0778,0,0,0,0,0,0,0,2.938953488,258,0.443712575,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,27.58333333,1,6,17.75,0,0,8.484441233,16.53270713,0.121886246,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.945910149,0,0.115011417,0,0,0,0,0,0,0,0
RAG0275,0,0,0,0,0,0,0,8.725947522,537,0.469383576,0.420648179,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,89.5,2,6,28.5,0,0,7.203371869,17.29426782,0.098146421,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,1.945910149,0,0.093623687,0,0,0,0,0,1.722897731,0,0
RAH0440,0,0,0,0,0,0,0,8.765217391,483,0.467450821,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,88.58333333,3.4,17,27.5,0,0.4,7.993930636,17.0022158,0.138725843,0,0,0,0,0.6,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.481604541,2.890371758,0,0.129909956,0,0,0,0,0,0,0,0
RAM0447,0,0,0,0,0,0,0,1,146,0.397435897,0.618055556,0,0.493055556,0.4,0,0,0,0,0,0,0,0,0,0,0,9.533333333,1,3,7.933333333,0,0,10.07118521,18.00753526,2.418286814,0,178,0,0.6,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.386294361,0,1.229139494,0,5.187385806,0,0,0,0.245637464,0,178
RAS0432,0,0,0,0,0,0,0,8.649275362,518,0.389581205,0.742292225,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,88.41666667,3.666666667,44,24.83333333,0,0.4,9.903655334,17.0550578,2.377274635,0,0,0,0.3,1.1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.540445041,3.80666249,0,1.217069063,0,0,0,0,0,2.50122426,0,0
RBB0485,0,0,0,0,0,0,0,14.59011628,768,0.441205053,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,152.4166667,6.666666667,80,36.08333333,0,0.8,8.211030828,17.29455684,0.096247786,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.036881927,4.394449155,0,0.091893245,0,0,0,0,0,0,0,0
RCC0617,0,0,0,0,0,0,0,14.60404624,828,0.407978788,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,153.25,9,108,42.66666667,0,1,7.941040462,17.05857418,0.084907886,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.302585093,4.691347882,0,0.081495086,0,0,0,0,0,0,0,0
RCP0785,0,0,0,0,0,0,0,2.918604651,273,0.529269765,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,27.41666667,1.2,6,15.66666667,0,0,8.459585742,16.54373796,0.094496488,0,0,0,0,0.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78845736,1.945910149,0,0.09029443,0,0,0,0,0,0,0,0
RDM0115,0,0,0,0,0,0,0,10.68895349,593,0.380732432,0.405493609,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,107.6666667,1,6,32.58333333,0,0,7.480828516,16.50987476,0.137020823,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.945910149,0,0.128411529,0,0,0,0,0,1.650209463,0,0
RDM0150,0,0,0,0,0,0,0,4.895043732,322,0.384353741,0.221560453,0,0.246575342,0.2,0,0,0,0,0,0,0,0,0,0,0,45.33333333,2.9,29,24.83333333,0,0,8.487042389,16.50944123,0.134169672,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.360976553,3.401197382,0,0.125900817,0,0,0,0,0,0.416850122,0,0
RFP0380,0,0,0,0,0,0,0,8.684057971,474,0.307538492,0.364485981,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,89.33333333,1,1,23,0,0,7.95211946,16.0449422,0.097374572,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0.693147181,0,0.092920574,0,0,0,0,0,0.973426184,0,0
RGH0728,0,0,0,0,0,0,0,14.6405694,662,0.406029412,0.345892076,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,153.3333333,5,50,38.08333333,0,0.4,7.985824436,17.02153025,0.132166481,0,0,0,0,0.6,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469,3.931825633,0,0.124133037,0,0,0,0,0,2.05615606,0,0
RGN0408,0,0,0,0,0,0,0,8.771014493,491,0.272818055,0.785525446,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,88.83333333,2.5,5,24.08333333,0,0,7.987101449,18.01791908,0.122798328,0,0,0,0,0.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252762968,1.791759469,0,0.115824076,0,0,0,0,0,1.879676858,0,0
RHC0335,0,0,0,0,0,0,0,2.941520468,242,0.519877676,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,28.16666667,1,4,18,0,0,7.218400771,18.29171484,0.100786977,0,0,0,0,0.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.609437912,0,0.096025358,0,0,0,0,0,0,0,0
RHP0484,0,0,0,0,0,0,0,15.36811594,820,0.420768169,0.170690306,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,152.3333333,12.91666667,155,37.16666667,0,1,10.37473924,16.89976569,2.459684791,0,0,31,0.9,2.3,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.633087163,5.049856007,0,1.241177484,0,0,3.465735903,0,0,1.103754183,0,62
RHY0079,0,0,0,0,0,0,0,17.63583815,909,0.467176482,0.224680433,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,177.25,10.1,101,43.91666667,0,1,9.414210118,18.13620112,1.095628031,0,0,12,0.6,2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.406945108,4.624972813,0,0.739853285,0,0,2.564949357,0,0,1.851153055,0,24
RIH0777,0,0,0,0,0,0,0,2.903790087,284,0.433591423,0.317269076,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,27.25,0,0,17,0,0,8.445712909,16.56136802,0.090419077,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086562096,0,0,0,0,0,0.39946032,0,0
RJB0088,0,0,0,0,0,0,0,8.676300578,530,0.393399474,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,90.5,9.333333333,112,27.41666667,0,1,7.701685934,16.79657996,0.094568516,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.335374916,4.727387819,0,0.090360236,0,0,0,0,0,0,0,0
RJM0381,0,0,0,0,0,0,0,8.739884393,525,0.386903574,0.792328042,0,0.493716931,0.4,0,0,0,0,0,0,0,0,0,0,0,90.16666667,4.909090909,54,28.83333333,0,0.8,8.187931929,15.90826923,1.186190066,0,0,18,0.6,1.8,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.776491997,4.007333185,0,0.782160333,0,0,2.944438979,0,0,2.679251336,0,36
RKF0164,0,0,0,0,0,0,0,8.813253012,505,0.532992668,0.586807929,0,0.496924129,0.6,0,0,0,0,0,0,0,0,0,0,0,90.08333333,8,88,35.58333333,0,0.8,7.203333333,16.30293532,0.091203238,0,0,0,0,1.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197224577,4.48863637,0,0.087280975,0,0,0,0,0,2.756471119,0,0
RLB0719,0,0,0,0,0,0,0,1,150,0.419354839,0.752265861,0,0.486404834,0.4,0,0,0,0,0,0,0,0,0,0,0,9.416666667,1.25,5,7.833333333,5,0.2,7.805826465,16.34126832,1.939490144,16,1,0,0.6,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810930216,1.791759469,1.791759469,1.078236146,2.833213344,0.693147181,0,16,0,0.315466329,0,17
RMS0266,0,0,0,0,0,0,0,8.701449275,527,0.535153862,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,90.16666667,3.6,18,30.5,0,0.4,7.452408478,15.54238921,0.098934641,0,0,0,0,0.8,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.526056303,2.944438979,0,0.094341202,0,0,0,0,0,0,0,0
RNF0765,0,0,0,0,0,0,0,2.903508772,268,0.293316832,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,27.25,1.6,8,13.5,0,0,8.468786127,16.52543353,0.128506861,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955511445,2.197224577,0,0.120895397,0,0,0,0,0,0,0,0
RNL0695,0,0,0,0,0,0,0,8.75433526,527,0.41535079,0.374711126,44,0,0.2,0,0,0,0,0,0,0,0,0,0,0,89.58333333,3.25,13,30.5,1.5,0.6,11.00727334,19.04325626,2.427518984,0,0,0,0.3,1.1,1,-1,-1,-1,0,0,0,0,0,0,0,3.80666249,0,0,0,0,0,0,0,0,0,1.446918983,2.63905733,0.916290732,1.231836671,0,0,0,44,0,1.362494642,0,0
ROB0272,0,0,0,0,0,0,0,8.701449275,539,0.303280338,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,89.75,0,0,26.75,0,0,7.199661836,17.3015896,0.089963287,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086144014,0,0,0,0,0,0,0,0
RRA0938,0,0,0,0,0,0,0,8.719653179,500,0.274170854,0.667550547,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,90.75,4.666666667,42,26.33333333,0,0.4,9.178381305,16.29845857,2.364562554,0,0,0,0.3,1.1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.734601055,3.761200116,0,1.213297956,0,0,0,0,0,1.595896244,0,0
RTO0313,0,0,0,0,0,0,0,14.49421965,804,0.477065336,0.534795613,0,0.498105683,0.4,0,0,0,0,0,0,0,0,0,0,0,153.5833333,16.62791667,202.01,47.58333333,33.00666667,1.2,10.05922399,14.1393789,3.605676493,52,5,30,1.8,3.4,1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86948382,5.313255239,3.526556584,1.527289563,3.970291914,1.791759469,3.433987204,52,0,3.697945758,0,117
RVC0232,0,0,0,0,0,0,0,8.867052023,554,0.41304775,0.35136897,47,0,0.2,0,0,0,0,0,0,0,0,0,0,0,88.33333333,4.909090909,54,35.16666667,1.8,1,7.99238921,19.01989403,0.125256097,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,3.871201011,0,0,0,0,0,0,0,0,0,1.776491997,4.007333185,1.029619417,0.118010652,0,0,0,47,0,1.286894435,0,0
RYB0718,0,0,0,0,0,0,0,1,122,0.42599278,0.330357143,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,9.5,2.888888889,26,7,0,0,7.740895954,16.75895954,0.134493024,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358123484,3.295836866,0,0.126185877,0,0,0,0,0,0.140729758,0,0
RZC0746,0,0,0,0,0,0,0,14.48109244,1011,0.413793103,0.501523284,0,0.738720441,0.6,0,0,0,0,0,0,0,0,0,0,0,155.8333333,7.944444444,143,39.33333333,0,1,10.19262042,16.70419455,2.517684811,0,233.08,48,1.2,2.8,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.191032607,4.9698133,0,1.257803049,0,5.455662937,3.891820298,0,0,3.005215879,0,329.08
SAC0592,0,0,0,0,0,0,0,1,144,0.464539007,0.706744868,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,9.416666667,1,2,7.916666667,0,0,10.50510089,18.51271676,2.381980995,0,0,0,0.3,0.7,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.098612289,0,1.218461631,0,0,0,0,0,0.328310559,0,0
SAC0687,0,0,0,0,0,0,0,8.84548105,510,0.436713996,0.188200396,33,0,0.2,0,0,0,0,0,0,0,0,0,0,0,89,1,1,30.58333333,3,0.2,8.938680154,19.0594894,0.078478846,0,0,0,0,0.4,1,-1,-1,-1,0,0,0,0,0,0,0,3.526360525,0,0,0,0,0,0,0,0,0,0.693147181,0.693147181,1.386294361,0.075551572,0,0,0,33,0,0.727007847,0,0
SAH0599,0,0,0,0,0,0,0,1,142,0.489795918,0.505988024,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,9.25,1.571428571,11,7.916666667,0,0,8.481310212,18.52519268,0.116168369,0,0,0,0,0.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944461609,2.48490665,0,0.109901721,0,0,0,0,0,0.247830869,0,0
SAK0375,0,0,0,0,0,0,0,10.57681159,604,0.447263017,0.80707043,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,107.1666667,3.5,28,33.66666667,0,0.4,11.57370342,13.90470749,7.409023144,741.04,0,1048.03,1.5,2.3,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.504077397,3.36729583,0,2.129305313,6.60940315,0,6.955621207,741.04,0,3.817940829,0,2837.1
SAP0867,0,0,0,0,0,0,0,14.64383562,406,0.470605105,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,153,14.36363636,158,33.41666667,0,1,7.716324201,17.77979452,0.118668687,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.732003442,5.068904202,0,0.112139306,0,0,0,0,0,0,0,0
SAT0194,0,0,0,0,0,0,0,10.57681159,560,0.446844132,0.34201151,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,106.9166667,4.636363636,51,33.66666667,0,0.8,8.229527938,18.25621387,0.129046305,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.729239112,3.951243719,0,0.121373298,0,0,0,0,0,1.616410077,0,0
SBD0913,0,0,0,0,0,0,0,2.930232558,256,0.492073171,0.722222222,0,0.485119048,0.4,0,0,0,0,0,0,0,0,0,0,0,27.16666667,1.833333333,11,18.08333333,0,0,7.234200385,16.25722543,0.139394433,0,0,0,0,0.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041453875,2.48490665,0,0.130496922,0,0,0,0,0,1.041364152,0,0
SBK0161,0,0,0,0,0,0,0,17.3942029,839,0.441056911,0.526912181,0,0.497750375,0.6,0,0,0,0,0,0,0,0,0,0,0,178.0833333,2.555555556,23,38.75,0,0,11.49873173,18.23479496,3.121006829,0,0,97,0.9,1.5,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.268511325,3.17805383,0,1.41609751,0,0,4.584967479,0,0,4.042382467,0,194
SBN0495,0,0,0,0,0,0,0,14.76011561,804,0.494600432,0.355786176,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,152.5833333,4.4,44,43.41666667,0,0.4,8.230346821,17.27023121,0.119502761,0,0,0,0,0.6,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.686398954,3.80666249,0,0.112884623,0,0,0,0,0,2.597367008,0,0
SBQ0786,0,0,0,0,0,0,0,13.58309038,780,0.528220538,0.388924662,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,135,3.142857143,22,39.33333333,0,0.4,8.235500963,17.263921,0.131904016,0,0,0,0,0.8,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421385681,3.135494216,0,0.123901185,0,0,0,0,0,2.790482844,0,0
SCB0534,0,0,0,0,0,0,0,2.930635838,251,0.461170848,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,27.25,1.2,6,18.25,0,0,8.982369942,17.01536609,0.1324574,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78845736,1.945910149,0,0.124389962,0,0,0,0,0,0,0,0
SCF0608,0,0,0,0,0,0,0,15.54046243,855,0.474450893,0.201413428,0,0.459735912,0.4,0,0,0,0,0,0,0,0,0,0,0,152.8333333,7.416666667,89,38,0,0.8,7.985115607,17.01257225,0.134029113,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.130213867,4.49980967,0,0.125776877,0,0,0,0,0,1.485058721,0,0
SDB0106,0,0,0,0,0,0,0,8.760115607,559,0.392701309,0.4952161,0,0.491916859,0.2,0,0,0,0,0,0,0,0,0,0,0,88,5.333333333,48,35.41666667,0,0.4,11.57370342,17.81220846,2.803547681,0,0,78,0.9,1.5,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84582669,3.891820298,0,1.335934231,0,0,4.369447852,0,0,1.703597297,0,156
SDF0017,0,0,0,0,0,0,0,10.66473988,545,0.305665349,0.342547425,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,108.1666667,0,0,27.83333333,0,0,7.950337187,18.04812139,0.099713189,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095049409,0,0,0,0,0,1.116650293,0,0
