user,avg_daily_device_connections,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,risk_score_1,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,risk_score_2,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,risk_score_3,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,risk_score_4,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,risk_score_5,total_risk_score,never_used_device,onboarding_hour,onboarding_month,onboarding_weekday,odd_onboarding,label,avg_daily_device_connections_log,late_hour_device_use_log,missing_disconnects_log,distinct_pcs_used_log,above_avg_daily_counter_log,emails_sent_off_hours_log,total_files_copied_log,active_days_log,avg_files_copied_per_day_log,filetype_doc_log,filetype_exe_log,filetype_jpg_log,filetype_pdf_log,filetype_txt_log,filetype_zip_log,avg_malicious_urls_per_day_log,total_malicious_urls_log,avg_after_hours_browsing_per_day_log,logon_std_dev_hours_log,after_hours_logons_log,weekend_logons_log,logons_on_other_user_pcs_log,after_hours_intensity,file_risk_composite,email_exfil_score,device_anomaly_score,logon_suspicion,anomaly,anomaly_score,risk_score,risk_level
OSH0655,0.0,0.0,0,0.0,0.0,0.0,0.0,2.947674419,257.0,0.379928315,0.408284024,204.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.25,5.0,15.5,6.0,0.2,9.242052023,21.26767823,0.128142668,0.0,0.0,0.0,0.0,0.6,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,5.323009979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.810930216,1.791759469,1.945910149,0.120572624,0.0,0.0,0.0,204.0,0.0,0.45723931,0.0,0.0,1,0.18265873808609462,11.250343073834285,Low
OYM0026,0.0,0.0,0,0.0,0.0,0.0,0.0,8.67826087,464.0,0.441875131,0.198062792,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,5.1,51.0,32.91666667,0.0,0.8,9.649034777,17.96982464,1.651582634,0.0,0.0,31.0,0.6,1.6,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.808288771,3.951243719,0.0,0.975156682,0.0,0.0,3.465735903,0.0,0.0,0.759512907,0.0,62.0,1,0.22016473281902255,2.264298290169689,Low
PBP0002,0.0,0.0,0,0.0,0.0,0.0,0.0,10.58017493,593.0,0.334826614,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.25,0.0,0.0,23.91666667,0.0,0.0,7.96950867,15.03689788,0.107260347,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101888809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.20511873701338923,5.86916180830883,Low
PDW0259,0.0,0.0,0,0.0,0.0,0.0,0.0,8.715116279,528.0,0.547173567,0.183455637,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.83333333,5.4,54.0,34.33333333,0.0,0.8,9.750631274,16.13502807,2.467295281,0.0,0.0,40.0,0.9,2.1,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85629799,4.007333185,0.0,1.243374832,0.0,0.0,3.713572067,0.0,0.0,0.874841459,0.0,80.0,1,0.20554054273442557,5.7681015611075805,Low
PES0085,0.0,0.0,0,0.0,0.0,0.0,0.0,10.70724638,576.0,0.408862198,0.78451543,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,9.6,96.0,34.75,0.0,0.8,9.735075099,16.76868979,2.366732491,0.0,0.0,0.0,0.3,1.5,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.360854001,4.574710979,0.0,1.213942687,0.0,0.0,0.0,0.0,0.0,3.434442461,0.0,0.0,1,0.1913944945719207,9.157347019208819,Low
PEV0323,0.0,0.0,0,0.0,0.0,0.0,0.0,15.41860465,811.0,0.409312022,0.630467572,22.0,0.496417798,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.4166667,13.41666667,161.0,37.75,33.00666667,1.2,9.942589893,14.61159219,3.391842312,39.0,6.0,13.0,1.8,3.6,1,-1,-1,-1,0,1,0.0,0.0,0.0,0.0,0.0,3.135494216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.668384945,5.087596335,3.526556584,1.4797488,3.688879454,1.945910149,2.63905733,61.0,0.0,3.978893612,0.0,71.0,1,0.04671115854481034,43.82196386906331,Low
PGC0066,0.0,0.0,0,0.0,0.0,0.0,0.0,10.65507246,607.0,0.285974198,0.407780196,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.8333333,6.090909091,67.0,23.66666667,0.0,0.8,7.961319846,18.05134875,0.096021461,0.0,0.0,0.0,0.0,1.0,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.958813554,4.219507705,0.0,0.091686769,0.0,0.0,0.0,0.0,0.0,1.242537167,0.0,0.0,1,0.2086949077346647,5.012348637927872,Low
PGH0184,0.0,0.0,0,0.0,0.0,0.0,0.0,2.964757709,208.0,0.37654321,0.841010401,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.91666667,1.0,1.0,17.58333333,0.0,0.0,9.231036535,18.28959243,2.393031182,0.0,0.0,0.0,0.3,0.7,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,0.693147181,0.0,1.221723676,0.0,0.0,0.0,0.0,0.0,0.938869854,0.0,0.0,1,0.2181153524675325,2.7553084273060846,Low
PGO0433,0.0,0.0,0,0.0,0.0,0.0,0.0,8.675362319,551.0,0.408309456,0.419979953,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.66666667,3.25,26.0,26.25,0.0,0.4,7.952697495,17.04523121,0.096629746,0.0,0.0,0.0,0.0,0.6,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.446918983,3.295836866,0.0,0.09224161,0.0,0.0,0.0,0.0,0.0,1.487666625,0.0,0.0,1,0.22795879952745401,0.3969212751735868,Low
PID0426,0.0,0.0,0,0.0,0.0,0.0,0.0,8.749271137,555.0,0.362403885,0.614128624,0.0,0.495168277,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.66666667,2.8,14.0,20.25,21.0,0.2,8.933672703,15.22766445,4.142767108,64.0,6.0,31.0,1.8,2.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335001067,2.708050201,3.091042453,1.637591282,4.17438727,1.945910149,3.465735903,64.0,0.0,1.947260525,0.0,132.0,1,0.14591385099297233,20.054034412797996,Low
PIS0522,0.0,0.0,0,0.0,0.0,0.0,0.0,2.906432749,255.0,0.46801968,0.786720322,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,1.375,11.0,17.66666667,0.0,0.0,11.18293272,16.18143594,2.500224562,0.0,0.0,85.0,0.9,1.3,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864997437,2.48490665,0.0,1.252827127,0.0,0.0,4.454347296,0.0,0.0,1.070150263,0.0,170.0,1,0.20349690206926518,6.257736529320453,Low
PKB0281,0.0,0.0,0,0.0,0.0,0.0,0.0,8.731213873,525.0,0.367346939,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.08333333,1.0,1.0,21.16666667,0.0,0.0,9.250433526,18.24407514,0.144191806,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,0.693147181,0.0,0.134698541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.22154778066677006,1.9329344645650604,Low
PKB0429,0.0,0.0,0,0.0,0.0,0.0,0.0,8.75942029,529.0,0.491675025,0.329252151,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.08333333,1.375,11.0,32.16666667,0.0,0.0,7.950915221,17.05289017,0.097033108,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864997437,2.48490665,0.0,0.092609361,0.0,0.0,0.0,0.0,0.0,1.418019275,0.0,0.0,1,0.22469179253169735,1.1796620445216093,Low
PLH0715,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,136.0,0.545454545,0.355421687,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.416666667,1.571428571,11.0,8.5,0.0,0.0,7.711416185,16.7933526,0.101837632,0.0,0.0,0.0,0.0,0.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.944461609,2.48490665,0.0,0.09697936,0.0,0.0,0.0,0.0,0.0,0.193866375,0.0,0.0,1,0.2088983792666736,4.963598983056632,Low
PLH0862,0.0,0.0,0,0.0,0.0,0.0,0.0,14.57803468,802.0,0.481782852,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.5,8.9,89.0,38.58333333,0.0,0.8,7.706406551,17.79243738,0.103504906,0.0,0.0,0.0,0.0,1.0,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.292534757,4.49980967,0.0,0.098491392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1979409017932809,7.588896192024064,Low
PMJ0564,0.0,0.0,0,0.0,0.0,0.0,0.0,8.736231884,513.0,0.328764362,0.734903782,0.0,0.49071002,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,2.8,28.0,27.75,23.0,0.2,11.34543464,16.38830017,3.05320221,26.0,1.0,96.0,1.5,2.1,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335001067,3.36729583,3.17805383,1.399507238,3.295836866,0.693147181,4.574710979,26.0,0.0,2.110762498,0.0,219.0,1,0.14222001776461124,20.939038291505945,Low
POB0343,0.0,0.0,0,0.0,0.0,0.0,0.0,2.941690962,254.0,0.423965937,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.41666667,1.0,5.0,16.33333333,0.0,0.0,7.245809248,18.2588632,0.134718423,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.791759469,0.0,0.126384534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.22365685700955845,1.4276217911266147,Low
PRM0740,0.0,0.0,0,0.0,0.0,0.0,0.0,14.48985507,767.0,0.255077369,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.3333333,6.083333333,73.0,33.91666667,0.0,0.8,7.955057803,17.04783237,0.100229751,0.0,0.0,0.0,0.0,1.0,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.957744607,4.304065093,0.0,0.095519023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.18911812483510826,9.702741443349149,Low
PTH0552,0.0,0.0,0,0.0,0.0,0.0,0.0,8.722543353,513.0,0.444288296,0.471504307,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.33333333,5.181818182,57.0,29.75,0.0,0.8,9.992756865,17.99624277,2.380094109,0.0,0.0,0.0,0.3,1.3,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.821612432,4.060443011,0.0,1.217903552,0.0,0.0,0.0,0.0,0.0,1.827231921,0.0,0.0,1,0.22333781979085243,1.5040597780501062,Low
PTH0830,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,152.0,0.448830409,0.201946472,32.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.466666667,1.0,2.0,7.533333333,1.8,0.2,8.448784314,19.55572549,0.089309086,0.0,74.0,0.0,0.3,0.7,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,3.496507561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.098612289,1.029619417,0.08554363,0.0,4.317488114,0.0,32.0,0.0,0.090639718,0.0,74.0,1,0.17665314421421113,12.689220668456977,Low
QCH0110,0.0,0.0,0,0.0,0.0,0.0,0.0,2.936877076,193.0,0.374655647,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.83333333,1.0,2.0,15.33333333,0.0,0.0,9.209562841,18.29240437,0.108403276,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.098612289,0.0,0.102920489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.21806681218544394,2.7669381721446227,Low
QNF0205,0.0,0.0,0,0.0,0.0,0.0,0.0,10.60693642,573.0,0.443532172,0.166757493,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.1666667,6.636363636,73.0,29.0,0.0,0.8,7.203371869,17.30077071,0.092617328,0.0,0.0,0.0,0.0,1.0,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.032921526,4.304065093,0.0,0.088576037,0.0,0.0,0.0,0.0,0.0,0.784513552,0.0,0.0,1,0.21682740207971019,3.0638878943092247,Low
QNP0216,0.0,0.0,0,0.0,0.0,0.0,0.0,10.78488372,688.0,0.450520403,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.5833333,11.25,135.0,39.16666667,0.0,1.0,11.2621166,13.38017235,7.435171657,734.0,0.0,1048.03,1.5,2.7,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.505525937,4.912654886,0.0,2.132410066,6.599870499,0.0,6.955621207,734.0,0.0,0.0,0.0,2830.06,1,0.02085855579844953,50.01597759159851,Medium
QPM0727,0.0,0.0,0,0.0,0.0,0.0,0.0,14.42485549,781.0,0.43963721,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.8333333,5.454545455,60.0,35.25,0.0,0.8,7.955876686,17.04585742,0.101188519,0.0,0.0,0.0,0.0,1.0,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.864784604,4.110873864,0.0,0.096390069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.21193085959988772,4.237048353646969,Low
QSV0778,0.0,0.0,0,0.0,0.0,0.0,0.0,2.938953488,258.0,0.443712575,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.58333333,1.0,6.0,17.75,0.0,0.0,8.484441233,16.53270713,0.121886246,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.945910149,0.0,0.115011417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.22368213993848812,1.421564265303289,Low
RAG0275,0.0,0.0,0,0.0,0.0,0.0,0.0,8.725947522,537.0,0.469383576,0.420648179,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,2.0,6.0,28.5,0.0,0.0,7.203371869,17.29426782,0.098146421,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.098612289,1.945910149,0.0,0.093623687,0.0,0.0,0.0,0.0,0.0,1.722897731,0.0,0.0,1,0.22743846923945327,0.5215869800446759,Low
RAH0440,0.0,0.0,0,0.0,0.0,0.0,0.0,8.765217391,483.0,0.467450821,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.58333333,3.4,17.0,27.5,0.0,0.4,7.993930636,17.0022158,0.138725843,0.0,0.0,0.0,0.0,0.6,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.481604541,2.890371758,0.0,0.129909956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.22506358385084696,1.090584725873053,Low
RAM0447,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,146.0,0.397435897,0.618055556,0.0,0.493055556,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.533333333,1.0,3.0,7.933333333,0.0,0.0,10.07118521,18.00753526,2.418286814,0.0,178.0,0.0,0.6,1.0,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.386294361,0.0,1.229139494,0.0,5.187385806,0.0,0.0,0.0,0.245637464,0.0,178.0,1,0.1478760009409103,19.58392376968643,Low
RAS0432,0.0,0.0,0,0.0,0.0,0.0,0.0,8.649275362,518.0,0.389581205,0.742292225,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.41666667,3.666666667,44.0,24.83333333,0.0,0.4,9.903655334,17.0550578,2.377274635,0.0,0.0,0.0,0.3,1.1,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.540445041,3.80666249,0.0,1.217069063,0.0,0.0,0.0,0.0,0.0,2.50122426,0.0,0.0,1,0.22057852713852044,2.1651574911397784,Low
RBB0485,0.0,0.0,0,0.0,0.0,0.0,0.0,14.59011628,768.0,0.441205053,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.4166667,6.666666667,80.0,36.08333333,0.0,0.8,8.211030828,17.29455684,0.096247786,0.0,0.0,0.0,0.0,1.0,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.036881927,4.394449155,0.0,0.091893245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.20897871340602853,4.9443517619379564,Low
RCC0617,0.0,0.0,0,0.0,0.0,0.0,0.0,14.60404624,828.0,0.407978788,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.25,9.0,108.0,42.66666667,0.0,1.0,7.941040462,17.05857418,0.084907886,0.0,0.0,0.0,0.0,1.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585093,4.691347882,0.0,0.081495086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.19813647123463834,7.542039795576818,Low
RCP0785,0.0,0.0,0,0.0,0.0,0.0,0.0,2.918604651,273.0,0.529269765,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.41666667,1.2,6.0,15.66666667,0.0,0.0,8.459585742,16.54373796,0.094496488,0.0,0.0,0.0,0.0,0.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78845736,1.945910149,0.0,0.09029443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.21565890325657933,3.3438480134603847,Low
RDM0115,0.0,0.0,0,0.0,0.0,0.0,0.0,10.68895349,593.0,0.380732432,0.405493609,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.6666667,1.0,6.0,32.58333333,0.0,0.0,7.480828516,16.50987476,0.137020823,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.945910149,0.0,0.128411529,0.0,0.0,0.0,0.0,0.0,1.650209463,0.0,0.0,1,0.2227311036017416,1.649422642977346,Low
RDM0150,0.0,0.0,0,0.0,0.0,0.0,0.0,4.895043732,322.0,0.384353741,0.221560453,0.0,0.246575342,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.33333333,2.9,29.0,24.83333333,0.0,0.0,8.487042389,16.50944123,0.134169672,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.360976553,3.401197382,0.0,0.125900817,0.0,0.0,0.0,0.0,0.0,0.416850122,0.0,0.0,1,0.21002062614799832,4.69472034630211,Low
RFP0380,0.0,0.0,0,0.0,0.0,0.0,0.0,8.684057971,474.0,0.307538492,0.364485981,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.33333333,1.0,1.0,23.0,0.0,0.0,7.95211946,16.0449422,0.097374572,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,0.693147181,0.0,0.092920574,0.0,0.0,0.0,0.0,0.0,0.973426184,0.0,0.0,1,0.21894533872887428,2.556452383962813,Low
RGH0728,0.0,0.0,0,0.0,0.0,0.0,0.0,14.6405694,662.0,0.406029412,0.345892076,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.3333333,5.0,50.0,38.08333333,0.0,0.4,7.985824436,17.02153025,0.132166481,0.0,0.0,0.0,0.0,0.6,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.791759469,3.931825633,0.0,0.124133037,0.0,0.0,0.0,0.0,0.0,2.05615606,0.0,0.0,1,0.21721857193486133,2.970167680742359,Low
RGN0408,0.0,0.0,0,0.0,0.0,0.0,0.0,8.771014493,491.0,0.272818055,0.785525446,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.83333333,2.5,5.0,24.08333333,0.0,0.0,7.987101449,18.01791908,0.122798328,0.0,0.0,0.0,0.0,0.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252762968,1.791759469,0.0,0.115824076,0.0,0.0,0.0,0.0,0.0,1.879676858,0.0,0.0,1,0.21229391542839804,4.150063967358983,Low
RHC0335,0.0,0.0,0,0.0,0.0,0.0,0.0,2.941520468,242.0,0.519877676,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.16666667,1.0,4.0,18.0,0.0,0.0,7.218400771,18.29171484,0.100786977,0.0,0.0,0.0,0.0,0.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.609437912,0.0,0.096025358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.21517962506840432,3.458678063788128,Low
RHP0484,0.0,0.0,0,0.0,0.0,0.0,0.0,15.36811594,820.0,0.420768169,0.170690306,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.3333333,12.91666667,155.0,37.16666667,0.0,1.0,10.37473924,16.89976569,2.459684791,0.0,0.0,31.0,0.9,2.3,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.633087163,5.049856007,0.0,1.241177484,0.0,0.0,3.465735903,0.0,0.0,1.103754183,0.0,62.0,1,0.17041193482392125,14.184549281515594,Low
RHY0079,0.0,0.0,0,0.0,0.0,0.0,0.0,17.63583815,909.0,0.467176482,0.224680433,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.25,10.1,101.0,43.91666667,0.0,1.0,9.414210118,18.13620112,1.095628031,0.0,0.0,12.0,0.6,2.0,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.406945108,4.624972813,0.0,0.739853285,0.0,0.0,2.564949357,0.0,0.0,1.851153055,0.0,24.0,1,0.1732226544632094,13.511130199237673,Low
